3200
0
306
999899
96000
57        
103596    
103596    
98183 0 306 39544 12023 7580
96588 0 505 33885 51929 4774
96354 0 894 13764 62185 55013
97701 0 900 9251 48513 43386
98506 0 932 24107 59118 56361
98400 0 1188 50198 15371 12416
97029 0 1210 25451 42795 55114
97175 0 1342 14348 39239 34355
96645 0 2720 25316 29082 5173
97988 0 2772 21992 42865 46794
98301 0 3133 39145 56840 18450
96280 0 3482 50737 51340 24361
97141 0 3634 63012 37534 15075
97686 0 3696 18111 18283 63875
98368 0 3712 60534 24276 46927
97740 0 3835 53294 51712 6657
96973 0 3948 25525 30516 63212
96117 0 4506 30801 61336 23081
98076 0 5245 42234 1008 18796
96437 0 5384 43726 49031 55574
97021 0 5749 46922 26126 43568
97456 0 6369 29824 19628 3325
96992 0 6784 28406 32290 61700
97825 0 7297 62012 28525 39430
98901 0 7331 44085 24901 41749
98232 0 7385 16592 54809 65167
98889 0 7934 44655 54337 44571
96689 0 7977 21470 65005 9322
97626 0 8593 26411 32826 1845
96832 0 8827 55167 36747 23678
98386 0 9101 64076 31341 4031
97364 0 9292 53437 64411 47897
99104 0 9383 44613 25730 41817
98790 0 9870 23924 57319 12018
99089 0 10780 3248 40381 27664
97195 0 11073 43600 62474 27145
97126 0 11276 52078 50776 3085
98427 0 11286 26826 55539 14554
98112 0 11618 46930 47804 28134
96560 0 11630 3645 14824 41654
97319 0 12639 32643 9198 20889
99134 0 12710 31737 18121 22313
97888 0 12731 21632 19376 9041
97973 0 13077 10057 14785 15217
98096 0 13367 50156 29540 37518
96817 0 14544 28821 45794 46255
98473 0 14575 17173 35819 9483
96060 0 15281 36524 50355 42107
96804 0 15581 31636 42857 44324
96958 0 16662 20750 45392 3481
97455 0 16698 44551 11307 32955
96248 0 17020 19655 4122 44268
99037 0 17109 6072 61907 34289
97096 0 17232 58030 7648 25449
96701 0 17265 20624 62038 27580
98373 0 17472 54189 25771 12359
99189 0 17587 8758 55058 46915
96141 0 18114 24679 50330 42806
96943 0 18212 52953 52083 60893
