6400
0
386
999867
89600
57        
207274    
207274    
92966 0 386 15382 29992 51563
92795 0 565 44740 4296 22968
90387 0 774 13925 48765 6191
90649 0 829 9697 5610 34128
92344 0 899 7446 56533 22477
90112 0 1013 16152 4940 58556
94929 0 1100 23861 28461 26585
93008 0 1230 64298 705 26272
92676 0 1347 28758 28938 37895
91818 0 1348 23830 17235 50624
92760 0 1376 19455 35523 21580
90300 0 1416 56787 58776 41623
90231 0 1503 18558 62724 32941
95931 0 1607 52152 41646 22022
90841 0 1710 60220 34322 57800
94890 0 2686 14520 64617 56772
89727 0 2688 26470 58491 49029
95725 0 2767 18940 65489 35290
90537 0 2854 30193 13877 28519
89813 0 3137 6737 8651 9739
92851 0 3234 5292 8567 50525
93930 0 3361 44111 53853 18505
94726 0 3403 7667 24887 3658
94968 0 3692 16121 56086 58201
90323 0 3993 36418 35533 3509
95556 0 4099 19953 54859 47600
93389 0 4317 34912 24075 18265
90476 0 4548 38668 2950 42946
94723 0 4679 54078 25621 59654
94458 0 4757 32 27947 60613
94746 0 4851 6186 41346 55992
92706 0 4879 64511 59352 38171
94237 0 5260 30544 59085 6964
93518 0 5292 3959 47430 13737
93966 0 5302 7118 51803 15370
94162 0 5408 64821 52859 54065
89850 0 5707 40190 52093 60047
95072 0 6092 29388 28495 12954
90950 0 6101 56979 45646 47166
95196 0 6155 11663 33964 47880
95804 0 6183 7933 60350 44617
91441 0 6436 41327 60098 12193
94941 0 6524 54564 43097 16977
90334 0 6562 52956 11991 38133
95747 0 6896 10894 35720 3429
93888 0 7109 60587 22647 63267
92871 0 7135 30306 20857 54905
91333 0 7252 15983 25222 108
93099 0 7284 60924 26241 52423
91583 0 7390 39638 19057 60747
92903 0 7393 45816 574 32557
89760 0 8067 53132 17259 38359
91571 0 8235 32509 26270 53030
95888 0 8290 56094 62337 46111
94039 0 8677 4245 15735 35343
95727 0 8870 59041 60678 43443
91837 0 9098 29014 41409 28449
95583 0 9146 44157 88 54986
92185 0 9210 24119 35382 54921
92062 0 9260 38576 3535 39083
90269 0 9475 40496 28874 39442
94167 0 9523 35237 17152 63877
93372 0 9723 40017 36385 45326
91040 0 9970 61985 4155 65472
94004 0 10005 12675 25340 10926
91501 0 10331 16743 44071 27244
90771 0 10641 96 58829 56111
94304 0 10665 32809 19079 7431
91408 0 10942 47703 19957 55263
94252 0 11290 52601 27498 37464
93351 0 11526 14711 34532 50682
94345 0 11668 26553 58315 10676
91554 0 11790 16503 13512 51502
92223 0 11905 28102 21774 47263
91284 0 11942 41792 15479 33259
94820 0 12321 16590 45650 27470
92316 0 12455 4829 21510 27009
92213 0 12517 35673 46362 44255
91406 0 12611 45693 52367 49011
91442 0 12855 53966 37764 1247
95611 0 12884 63413 10310 51499
92501 0 13431 55668 58161 59286
92434 0 13562 29780 29908 2916
95234 0 14101 41707 38187 10173
93455 0 14214 46612 38157 50980
91717 0 14321 51167 51746 43756
93774 0 14524 15607 45475 6770
91176 0 14646 8512 39940 43707
92392 0 14967 13197 14361 7904
91740 0 15359 4487 28204 12502
90874 0 15507 43371 2906 28376
94461 0 15784 21305 11802 40137
94664 0 15856 3987 30669 49871
94493 0 15980 48675 34412 4706
94629 0 16019 20181 53089 64631
95745 0 16068 65365 13107 24375
91147 0 16377 2060 11149 8500
91338 0 16404 7830 11089 64355
93571 0 16467 9400 62572 2390
89656 0 17000 33870 42284 64241
95459 0 17037 4813 788 18036
90189 0 17060 56606 16975 21078
93354 0 17203 2510 20080 51751
92119 0 17289 4646 21692 43235
93151 0 17735 48389 13837 28512
93053 0 17749 25675 7121 58473
94183 0 17766 39848 13425 60465
94796 0 17782 38211 4438 34656
95849 0 18016 23276 19078 17567
91076 0 18345 32743 15878 21924
90801 0 18581 27616 61528 30549
93102 0 18736 5026 42638 57160
91327 0 18874 16113 28469 12581
89952 0 18880 8325 48517 29963
90705 0 19380 44357 8876 64288
90508 0 19515 32687 33370 62263
90908 0 19549 49474 31891 25793
91946 0 19662 46465 58252 48847
92880 0 19753 37200 33756 25534
90698 0 19791 6122 38450 12216
90000 0 20201 5161 36456 25365
94230 0 20521 47491 28928 14004
95624 0 20604 33743 24684 55643
91640 0 20604 34090 39114 45779
90448 0 20653 9923 18198 8163
90059 0 20752 38426 22882 64481
89749 0 20918 41450 65437 38191
92145 0 20962 16651 55561 34928
95783 0 21093 19671 41488 24797
93326 0 21265 14501 56166 50397
93808 0 21386 24154 34042 17956
92758 0 21955 17099 36449 36502
91612 0 22096 9575 60837 7479
94631 0 22333 42679 15999 62167
92739 0 22724 25228 63560 53326
91082 0 22739 38762 24089 44945
94404 0 22917 63164 17274 33102
90725 0 23168 19960 45811 62374
95362 0 23211 33710 22109 22638
93678 0 23425 4801 11624 32180
89684 0 23924 37484 31661 29968
93867 0 24018 25211 22327 40895
95092 0 24185 28333 49901 58391
94687 0 24495 37847 30218 58734
91910 0 24507 23726 39437 15278
90209 0 24686 26267 51437 7880
94506 0 24829 56034 28657 3054
94112 0 25046 50161 55147 45837
95023 0 25134 60036 51451 45825
90125 0 25875 28969 37529 28125
91790 0 26051 64599 55218 51366
91054 0 26051 49872 18888 988
93486 0 26174 17834 7991 39027
93229 0 26199 52788 32354 56023
93976 0 26259 34319 13295 40659
93094 0 26695 56900 35081 9142
95244 0 26880 3610 25661 28494
89956 0 26974 26443 7828 30956
95198 0 26983 1205 40516 30279
90003 0 27248 31323 9263 20169
91207 0 27457 48495 7577 48664
94389 0 27504 61307 57918 62266
94298 0 27545 8797 41393 24716
95301 0 27791 35108 56355 31960
91926 0 28031 11190 53463 56623
90906 0 28085 51078 4639 59197
95371 0 28126 10043 24809 59506
90318 0 28166 4935 18853 40777
