51200
0
7
999994
0
52        
1646701   
1646701   
382 0 7 27082 8029 65258
29958 0 21 20019 12763 56913
32938 0 26 49092 4370 60866
34347 0 34 50225 22852 59580
13258 0 46 60106 47923 17981
33896 0 53 50179 45701 42905
45645 0 66 31709 8944 22479
12209 0 82 62343 53966 60785
41907 0 83 15843 57062 37158
6625 0 85 39560 41054 37787
40229 0 89 31306 62435 53778
29493 0 89 37473 22828 1517
14997 0 97 14223 54841 34657
41937 0 160 55575 21640 21378
3587 0 182 17584 43492 59124
33036 0 240 50415 2764 2681
10437 0 253 6787 47241 27734
31588 0 290 29950 54969 51449
43163 0 331 45625 22961 39049
45617 0 397 24906 38673 28100
25074 0 420 61139 59309 12597
42550 0 501 57698 52197 21008
12133 0 529 61264 4356 57979
32144 0 540 43704 11945 22685
49056 0 558 61498 35784 50008
39203 0 559 37471 11034 27714
46629 0 562 21232 41062 45499
39264 0 565 9999 15850 20697
24338 0 578 50356 51862 20916
6595 0 587 28081 39310 60037
33865 0 601 11013 47282 63014
14543 0 608 2140 6537 21135
28444 0 619 53879 57520 56750
47518 0 631 17790 35972 23854
29276 0 635 19756 9247 64226
10606 0 639 54838 19963 34772
30826 0 649 34302 4539 5508
42558 0 652 1432 10550 63800
694 0 661 26908 33931 19236
34031 0 672 57979 2269 18519
9762 0 672 14175 23387 49396
1809 0 691 46707 3661 31594
35751 0 711 58790 51659 25655
29617 0 740 20066 11889 57200
13678 0 741 60281 8561 60827
20630 0 746 20645 62202 65282
26700 0 772 5573 44927 12113
35587 0 794 63711 9312 13853
46480 0 861 24298 44107 32787
43052 0 884 30854 3689 37042
25555 0 955 24328 32650 5729
18406 0 975 52939 59393 48848
30473 0 1016 46628 22298 21182
35444 0 1018 12360 46895 5262
22781 0 1058 4832 9523 47649
11136 0 1058 59559 53012 26419
8185 0 1133 27698 48015 14291
18624 0 1134 61002 54327 54088
34503 0 1136 30509 47373 47260
40591 0 1190 21624 2553 16675
48935 0 1201 45263 7639 56717
19674 0 1209 16006 60676 58740
31925 0 1238 53978 26435 24886
27972 0 1240 47486 33209 37603
46497 0 1241 11417 26841 12588
7242 0 1242 47038 1991 13705
18685 0 1251 23605 13908 11958
48678 0 1253 7289 31739 8692
7902 0 1260 3859 6411 7176
25702 0 1286 49617 20727 3103
6354 0 1298 34671 41784 23656
19959 0 1324 11305 46593 5738
16702 0 1433 49650 49336 3857
20037 0 1450 59438 44092 39486
37983 0 1456 26785 59284 13600
31850 0 1470 61420 39618 42802
10626 0 1487 5382 51215 40397
30557 0 1532 50269 61209 64540
14271 0 1545 29129 37469 34310
31360 0 1561 16616 55997 46358
45125 0 1562 21399 30265 42732
49690 0 1599 5145 7069 52146
8250 0 1622 18408 14018 49188
29628 0 1628 53928 8794 56851
36460 0 1630 52078 63871 11887
16697 0 1631 63610 57031 60380
11101 0 1637 10965 25372 33585
17721 0 1650 18604 33343 60698
4398 0 1662 37706 35490 41095
44171 0 1672 4732 36618 38174
11502 0 1704 43392 18474 11500
