800
0
1869
991493
99200
57        
25943     
25943     
99629 0 1869 9488 60662 43007
99541 0 2199 57967 40823 55511
99478 0 2631 19681 39979 2382
99492 0 3707 43259 30202 12594
99414 0 5610 31836 34893 33899
99282 0 8062 14722 63973 46541
99284 0 8979 18603 6692 13770
99823 0 9192 873 13216 6648
99323 0 10034 53593 65068 53873
99895 0 14214 6699 48029 32781
99275 0 14266 53831 56106 54698
99708 0 16081 35411 62265 17039
99239 0 16834 26067 37601 24555
99801 0 17926 55020 34277 47735
99777 0 18218 26482 32048 32605
99939 0 21921 27601 28448 21844
99713 0 22807 46474 14485 52126
99600 0 23599 18884 48421 60181
99758 0 25700 3570 25006 31580
99556 0 25796 24366 39336 43309
99288 0 25885 13070 44823 3892
99227 0 28215 20142 2271 15450
99470 0 29357 19877 15062 44339
99696 0 29651 21951 44625 50901
99259 0 29736 4184 45994 18107
99324 0 32206 63861 44123 50704
99846 0 33360 63198 49995 21245
99311 0 37582 40242 28760 5318
99791 0 37814 9715 53970 56327
99727 0 38543 32918 52441 53372
99406 0 39379 31958 17275 15059
99904 0 39758 56677 14611 1682
99494 0 40772 62112 20972 38248
99201 0 42073 55477 31647 9593
99408 0 42441 57630 39383 49924
99490 0 43228 65499 12139 1555
99310 0 44295 10929 65335 46073
99373 0 45917 54278 41999 683
99684 0 46137 46469 34531 23018
99538 0 47423 34361 7760 41626
99546 0 47906 55563 6753 42774
99562 0 50616 24944 63967 29843
99231 0 51726 56329 63651 12167
99881 0 51766 58410 26034 48061
99729 0 52401 29152 56429 8390
99952 0 52871 11527 48296 47451
99345 0 53102 25690 65070 62578
99505 0 55695 64249 62205 17437
99822 0 56185 48026 53862 47814
99357 0 56782 6024 25316 48592
99394 0 58098 62527 43685 21428
99528 0 58690 44308 25025 49415
99636 0 59095 34777 24124 12084
99419 0 60056 19817 3135 16266
99223 0 64176 52629 48303 29507
99372 0 64566 2769 46980 42321
99814 0 64908 46805 51100 15793
99608 0 65219 41919 14069 1423
99865 0 66366 21462 44376 7420
99721 0 67828 12228 8974 16968
99446 0 69916 35186 47928 58928
99925 0 70362 53120 10275 43138
99760 0 71057 47655 18802 42070
99243 0 71105 12155 2208 36468
99957 0 72569 17985 26163 61489
99769 0 72724 30395 25405 44286
99855 0 72900 2694 51268 23121
99946 0 73382 50628 49027 16087
99513 0 76808 53712 42961 4246
99955 0 77744 1674 2602 27527
99563 0 77866 48782 26680 61547
99539 0 79514 37908 33407 9058
99203 0 81442 20156 56753 29070
99697 0 81723 22499 43395 25396
99460 0 85668 21134 11460 562
99431 0 86496 46187 56961 55257
99738 0 89173 29733 43588 63475
99831 0 89878 28558 3158 2142
99752 0 90753 33706 55477 65468
99676 0 93500 21433 53137 55826
99499 0 98208 55934 34619 56553
99964 0 100222 26869 57698 50882
99866 0 100741 25746 56263 1547
99467 0 100797 54442 47950 24547
99309 0 102801 64545 44817 47172
99300 0 103308 27490 56502 16
99397 0 104942 2910 3367 45905
99617 0 105004 31344 7960 771
99484 0 107295 13997 35192 21281
99673 0 107306 62083 61864 9230
99782 0 111782 31112 2322 3462
99661 0 112110 46204 20454 3656
99963 0 112287 24150 37549 49606
99751 0 115402 56474 12835 2442
99989 0 117623 39966 56633 18546
99877 0 117950 17850 22832 22596
99211 0 119390 62290 42470 51253
99841 0 120798 23652 62241 23396
99821 0 120801 24882 19967 53399
99742 0 121208 44679 15944 63535
99773 0 121582 62525 37396 41443
99832 0 122280 5620 35575 43859
99900 0 124819 45250 10174 47325
99905 0 125043 59890 18605 17219
99612 0 125302 47091 6359 12737
99712 0 127227 10887 53540 6895
99568 0 127996 53941 65233 20864
99279 0 128429 308 19765 56051
99444 0 131017 31655 26303 60482
99740 0 133543 35055 11147 28091
99923 0 135370 57897 28605 24660
99430 0 137713 53324 46649 54176
99857 0 137793 29619 41639 26317
99549 0 139228 39369 33812 32054
99400 0 139663 4594 63730 40442
99364 0 140287 19228 43127 43894
99228 0 141440 21164 3039 65311
99968 0 141916 34804 16288 16806
99319 0 143153 1097 56395 32331
99943 0 143307 54888 63068 30158
99333 0 147122 63442 16999 38111
99983 0 147757 11876 60755 29031
99271 0 148943 23260 20477 48507
99603 0 150986 63232 30029 19987
99510 0 151697 8888 6160 19502
99691 0 151904 15819 8718 55673
99834 0 154552 30720 159 47306
99867 0 154878 12418 32369 13734
99434 0 156950 7610 14426 47524
99763 0 157422 13823 33975 7089
99958 0 157659 52604 62794 31075
99274 0 159053 21333 60545 54422
99658 0 159653 9705 12842 8885
99778 0 161614 1133 3826 64600
99339 0 163106 20716 32762 10617
99445 0 163652 43012 24536 46081
99515 0 167773 27873 1026 8214
99669 0 169045 29244 42879 2522
99698 0 169621 9806 4034 42037
99695 0 170555 26108 59697 17935
99580 0 171033 20154 10615 12734
99320 0 171798 17951 39923 60183
99343 0 174751 39225 49897 25282
99787 0 175589 7300 61887 17802
99880 0 177251 4658 4172 40297
99975 0 178082 39208 17477 43872
99595 0 178286 12739 1926 6475
99451 0 178440 49214 64553 56875
99863 0 178595 29062 22961 21604
99422 0 181182 57261 35277 5658
99326 0 181954 21687 10338 51390
99613 0 182157 17320 22573 20033
99299 0 182691 64292 52158 49829
99917 0 183503 20544 36957 7644
99730 0 185069 28526 63975 3975
99766 0 185345 31205 47847 24556
99628 0 185664 41613 4118 1403
99465 0 186061 58276 4408 43294
99806 0 188081 29954 31857 56532
99548 0 188869 17797 14081 36826
99859 0 188999 24412 38024 19327
99843 0 189864 32210 27262 9535
99216 0 190613 36356 9942 52202
99945 0 193253 33039 39262 32551
99525 0 193253 27283 32617 28623
99245 0 193446 32234 57335 48779
99371 0 194729 1438 41143 54929
99755 0 195096 14308 2262 9855
99714 0 196027 33684 33841 49440
99379 0 196341 58070 61627 17476
99232 0 197437 22428 63675 36231
99437 0 199115 26370 33768 50451
99597 0 199999 11979 892 31103
99209 0 201792 53305 7903 57533
99849 0 202599 62673 34462 61672
99640 0 205988 1829 27841 56098
99819 0 206696 34236 42653 9519
99469 0 207127 39840 62057 53411
99910 0 209035 12594 15875 49738
99210 0 209567 65392 30132 4928
99360 0 212563 40604 6409 44967
99759 0 212705 37850 52958 23011
99820 0 212785 31937 15111 16294
99512 0 212972 44104 16088 62969
99387 0 215030 53485 26586 45637
99749 0 218392 58865 44809 22930
99398 0 219911 35886 2023 50193
99898 0 220824 64542 19901 47589
99325 0 220832 49002 58879 18526
99524 0 223126 20957 7845 31128
99296 0 223128 56296 22790 37715
99733 0 225947 3900 27449 52191
99764 0 226432 35722 34448 50619
99559 0 228165 29746 22680 1074
99369 0 230943 9085 61358 1512
99992 0 232466 27949 19609 55834
