12800
0
55
999959
76800
57        
414571    
414571    
82092 0 55 22194 49823 19413
78184 0 132 12820 23417 34904
86710 0 236 27683 325 11324
76884 0 253 615 49553 23207
81739 0 310 3996 51921 8931
81168 0 330 49469 57127 53524
81613 0 426 5673 61323 47827
77508 0 488 45216 7654 59402
83102 0 599 15577 7347 20549
86679 0 610 49770 48243 3440
88241 0 619 11723 15053 35228
82376 0 752 60402 15482 48937
79764 0 823 51036 57798 50792
86090 0 857 30647 7096 17478
84652 0 899 52919 62046 28545
85038 0 979 39456 57973 12858
87523 0 1126 28805 40298 14517
79143 0 1278 13490 60426 59102
78063 0 1370 8094 3287 50663
82270 0 1375 42399 24046 9272
85584 0 1424 65375 35032 41697
80484 0 1435 8761 10576 47695
81251 0 1795 61884 9331 13884
82043 0 1925 26500 8435 55979
80766 0 1957 52808 24988 53781
77181 0 1995 46044 19373 61874
83505 0 2077 25680 48930 35245
88728 0 2113 20062 17377 41392
81290 0 2219 28663 49892 21530
87121 0 2242 38118 34385 32415
89418 0 2522 1090 42727 5966
81832 0 2563 60332 44873 47406
77032 0 2580 27378 58875 42954
77632 0 2590 5060 30829 32066
81113 0 2601 43131 29403 19894
84693 0 2613 57164 45932 26927
83309 0 2646 19521 20520 7851
89363 0 2726 22279 36575 843
78663 0 2830 22670 54794 53955
80968 0 2838 33094 13364 10846
80014 0 3038 39522 44350 18276
85884 0 3136 47471 7362 47784
85814 0 3190 60074 17327 18680
84867 0 3280 4205 43109 23113
86875 0 3367 10740 7496 23511
85439 0 3576 41411 34005 29517
88230 0 3763 55739 2368 42605
84486 0 3797 3728 59380 42893
89082 0 3802 28714 14649 6649
85988 0 3904 23330 32824 42282
84667 0 3998 64896 36216 45926
89376 0 4314 1921 58874 50513
88192 0 4334 4508 24146 34591
83670 0 4432 9223 49093 271
82144 0 4440 44626 20267 58964
85733 0 4924 3209 2658 41332
87705 0 4954 55911 58695 5110
83916 0 5034 63755 34088 18432
87150 0 5075 63317 57121 32569
80212 0 5098 48876 40293 57835
84395 0 5113 36578 14102 24096
81136 0 5172 46052 47390 4877
81055 0 5259 11619 31305 40770
80111 0 5312 29354 25631 57244
84014 0 5324 54923 59112 2887
79110 0 5396 41827 12313 1194
83072 0 5446 63397 32231 61175
83855 0 5486 25708 24273 52231
84328 0 5555 47264 63185 16242
83932 0 5601 14978 31586 21363
83331 0 5666 59360 11233 31661
87286 0 5670 10123 39186 13998
85983 0 5759 53572 39229 10269
80912 0 6055 15011 47419 22984
77233 0 6268 38195 2703 48830
85776 0 6351 29305 16789 65433
85049 0 6425 54254 51845 61439
78737 0 6430 5698 24010 61143
87136 0 6522 46842 17899 42129
80113 0 6578 41570 40750 42056
88806 0 6602 13613 33753 60066
77041 0 6607 44939 44447 49401
77236 0 6625 30460 15813 14485
83375 0 6895 21519 20972 38743
77131 0 6934 39714 22905 25547
88604 0 6981 15052 35082 61540
84752 0 7051 12939 2053 50209
84792 0 7131 56584 6770 20461
82996 0 7248 44024 61987 54849
87098 0 7278 17346 31778 22497
87993 0 7806 63462 23845 55432
80911 0 7815 61728 5679 45788
85337 0 8055 19841 59088 31505
79749 0 8271 55822 1026 23110
87838 0 8362 38771 43657 36185
84145 0 8443 21804 34803 9820
78665 0 8633 10453 42549 51875
87847 0 8891 64188 1364 34383
84285 0 8914 62452 31645 23383
81455 0 8921 39484 27001 2880
82225 0 9035 27865 31038 1731
89336 0 9195 22164 1955 31979
84551 0 9335 33231 50623 49517
84320 0 9348 10130 53695 2465
